3,17/04/23 20:17,10,Bueno,positivo,
8,17/04/23 19:47,10,.,NA,NA
0,17/04/23 20:23,9,PRECIO,neutral,precio
1,17/04/23 20:21,9,ES LA PRIMERA VEZ Y SI ME SIENTO CON ALGO DE INSERTIDUMBRE SI LO ESTOY HACIUENDO BIEN,negativo,incertidumbre
2,17/04/23 20:17,9,Es muy rapido,positivo,velocidad
6,17/04/23 19:50,10,Por la facilidad de la navegación,positivo,navegación
7,17/04/23 19:49,10,MUY RAPIDO PARA HACER CHECK IN,positivo,check in
4,17/04/23 20:10,9,Prcticidad,positivo,"usabilidad, funcionalidad"
5,17/04/23 20:07,10,Es muy fácil de manejar la página web y la app,positivo,"manejo de la página web, manejo de la app"
9,17/04/23 19:45,10,TODO ES EXCELENTE,positivo,
17,17/04/23 19:29,10,.,NA,NA
10,17/04/23 19:42,10,FUE SENCILLO,positivo,
12,17/04/23 19:39,10,MUY FACIL DE USAR,positivo,usabilidad
20,17/04/23 19:23,10,.,NA,NA
13,17/04/23 19:37,10,muy rapido,positivo,rapidez
14,17/04/23 19:35,10,Excelente,positivo,
11,17/04/23 19:40,9,"facilidad de compra en linea, vuelos en tiempo",positivo,"facilidad de compra en linea, vuelos en tiempo"
18,17/04/23 19:28,10,por el buen servicio,positivo,servicio
16,17/04/23 19:29,10,RAPIDEZ,positivo,"velocidad, rapidez"
21,17/04/23 19:22,10,ES MUY SENCILLO,positivo,
15,17/04/23 19:35,9,PARA VOLAR SIN CONTRATIEMPOS,positivo,viaje en avión
19,17/04/23 19:26,10,facil y practico,positivo,"facil, practico"
22,17/04/23 19:17,9,Útil,positivo,funcionalidad
23,17/04/23 19:16,9,MUY FACIL DE USAR,positivo,usabilidad
25,17/04/23 19:12,10,si,neutral,
24,17/04/23 19:13,10,todo muy practico,positivo,
27,17/04/23 19:02,10,PORQUE ME GUSTA SU SERVICIO,positivo,servicio
29,17/04/23 18:49,10,:D,positivo,
26,17/04/23 19:10,10,POR QUE CONOZCAN LA AEROLINEA,neutral,aerolínea
28,17/04/23 18:56,10,Por sencillez y rapidez,positivo,"sencillez, rapidez"
33,17/04/23 18:31,10,POR LA RAPIDEZ,positivo,rapidez
31,17/04/23 18:34,10,ágil,positivo,agilidad en procesos
35,17/04/23 18:21,9,ES MUY FACIL,positivo,facilidad
32,17/04/23 18:32,10,rapidos,positivo,"servicio al cliente, velocidad"
36,17/04/23 18:19,10,si,neutral,
30,17/04/23 18:40,10,es muy facil,positivo,facilidad
34,17/04/23 18:29,10,super facil,positivo,facilidad
37,17/04/23 18:15,10,rapida y eficiente la página,positivo,
38,17/04/23 18:04,10,Muy eficiente,positivo,eficiencia
40,17/04/23 18:02,10,excelente,positivo,
42,17/04/23 17:52,10,Facil de usar,positivo,usabilidad
43,17/04/23 17:45,10,conveniente y rapido,positivo,"eficiencia, rapidez"
39,17/04/23 18:03,10,Es muy fácil y rápido.,positivo,"facilidad, rapidez"
45,17/04/23 17:39,10,servicio en webb,negativo,servicio en línea
44,17/04/23 17:43,10,por la facilidad,positivo,facilidad
41,17/04/23 17:54,10,"Es muy sencillo y rápido todo, gracias",positivo,"facilidad de uso, velocidad"
47,17/04/23 17:29,10,Amigable,positivo,servicio al cliente
46,17/04/23 17:38,10,POR LA FACILIDAD DEL TRAMITE,positivo,trámite
51,17/04/23 17:17,10,ES CON LOS QUE YO VUELO,neutral,
52,17/04/23 17:16,10,todo excelente,positivo,
49,17/04/23 17:26,10,La flexibilidad.,neutral,flexibilidad
53,17/04/23 17:13,10,Facil acceso,positivo,acceso
50,17/04/23 17:25,10,buen servicio,positivo,servicio
48,17/04/23 17:26,9,"FACILIDAD AL HACERLO, ME EVITO TRAMITES EN EL AEROPUERTO",positivo,"facilidad, trámites en el aeropuerto"
55,17/04/23 17:08,9,EL SERVICIO ES RÁPIDO,positivo,velocidad
59,17/04/23 16:48,9,muy buen servicio,positivo,servicio
56,17/04/23 16:57,10,MUY FACIL,positivo,facilidad
54,17/04/23 17:11,10,Sencillez,positivo,"facilidad de uso, eficiencia"
58,17/04/23 16:53,10,por la rapidez,positivo,rapidez
57,17/04/23 16:56,9,RAPIDEZ Y PRACTICIDAD,positivo,"rapidez, practicidad"
60,17/04/23 16:45,10,Buena y fácil de usar,positivo,usabilidad
62,17/04/23 16:39,10,Todo el proceso fue rápido y sencillo.,positivo,
61,17/04/23 16:40,10,Muy facil,positivo,facilidad
63,17/04/23 16:38,9,POR SU RAPIDEZ,positivo,velocidad
65,17/04/23 16:27,10,excellent servicio,positivo,servicio
64,17/04/23 16:35,10,TODO MUY BIEN,positivo,"servicio, calidad"
68,17/04/23 16:16,10,claro,positivo,
66,17/04/23 16:26,10,La página web es muy práctica,positivo,usabilidad
67,17/04/23 16:22,9,muy birn,positivo,
70,17/04/23 16:15,10,"Es fácil, rápido y muy claro.",positivo,
69,17/04/23 16:16,10,AGIL Y FACIL PROCESO,positivo,proceso
73,17/04/23 16:12,9,es facil,positivo,facilidad
72,17/04/23 16:13,10,facil,positivo,facilidad
74,17/04/23 16:12,10,fasilidad,positivo,facilidad
75,17/04/23 16:08,10,es muy agil el tramite,positivo,agilidad en el trámite
76,17/04/23 16:08,10,Facilidad de uso,positivo,usabilidad
78,17/04/23 15:56,10,FACIL DE USAR,positivo,usabilidad
79,17/04/23 15:51,9,excelente servicio,positivo,servicio
77,17/04/23 16:01,9,na,NA,NA
81,17/04/23 15:45,10,gracias,positivo,
80,17/04/23 15:50,10,por lo sencillo y el tiempo de ahorro en el aeropuerto,positivo,"aeropuerto, tiempo de ahorro"
71,17/04/23 16:13,10,Es rápido y fácil,positivo,"velocidad, facilidad"
82,17/04/23 15:42,10,POR LOS SERVICIOS,neutral,
90,17/04/23 15:10,9,b,NA,NA
83,17/04/23 15:39,10,muy agil,positivo,velocidad
84,17/04/23 15:35,10,buen servicio,positivo,servicio
91,17/04/23 14:54,10,sencillo y claro,positivo,
87,17/04/23 15:23,9,Facilidad,positivo,usabilidad
85,17/04/23 15:32,10,Facil de utilizar,positivo,usabilidad
86,17/04/23 15:23,10,Muy fácil y muy rápido,positivo,"facilidad, rapidez"
89,17/04/23 15:12,10,"Hasta ahora, la pagina ha sido amigable y facil de entender",positivo,"usabilidad, facilidad de uso"
92,17/04/23 14:50,10,MUY FACIL,positivo,facilidad
93,17/04/23 14:03,10,bu en servicio,positivo,servicio
88,17/04/23 15:22,10,por disminución de tiempo por las largas filas que se hacen.,negativo,"tiempo, filas"
94,17/04/23 13:28,10,Muy sencillo,positivo,
95,17/04/23 13:19,10,HASTA AHORA TODO ME HA SALIDO BIEN,positivo,
96,17/04/23 13:02,10,Muy facil y rapido,positivo,"facil, rapido"
97,17/04/23 12:19,10,Fácil de usar,positivo,usabilidad
101,17/04/23 7:04,10,Es la primera vez que viajo por Viva Aerobus y hasta ahora ha sido una muy buena experiencia,positivo,
98,17/04/23 11:24,10,BUEN SERVICIO Y BUEN PRECIO,positivo,"servicio, precio"
100,17/04/23 7:08,10,Es fácil y práctico,positivo,"usabilidad, funcionalidad"
103,17/04/23 5:03,9,Es sencilla y tiene buenas ofertas.,positivo,ofertas
99,17/04/23 8:07,9,rapidez,positivo,velocidad
102,17/04/23 5:11,10,por su rapidez,positivo,rapidez
106,17/04/23 2:58,10,OK,neutral,
105,17/04/23 3:16,10,muy intuitiva y rapido el procedimiento,positivo,"rapidez, facilidad de uso"
104,17/04/23 4:02,10,FACIL Y RAPIDO,positivo,"facilidad, rapidez"
109,17/04/23 2:11,10,Bien!,positivo,
115,17/04/23 0:40,9,.,NA,NA
107,17/04/23 2:36,10,practico,positivo,"funcionalidad, usabilidad"
111,17/04/23 1:34,9,muy sencillo,positivo,usabilidad
110,17/04/23 1:51,9,BUEN SERVICIO,positivo,servicio
119,17/04/23 0:22,10,m,NA,NA
113,17/04/23 0:59,10,Fue rapido el tema,positivo,
117,17/04/23 0:33,10,LAS VECES QUE UTILIZADO EL SERVICIO HE QUEDADO SATISF,positivo,
108,17/04/23 2:21,10,"Es muy amigable la pagina, no se traba y es muy claro todo",positivo,"usabilidad, claridad"
114,17/04/23 0:41,10,POR QUE ES LA MEJOR OPCION PARA AGILIZAR EL ABORDAJE,positivo,"agilidad, eficiencia"
112,17/04/23 1:24,9,Es bueno,positivo,"calidad, servicio al cliente"
116,17/04/23 0:37,9,Por economia,positivo,economía
120,16/04/23 23:56,10,PRACTICO,positivo,
118,17/04/23 0:26,10,exelentemente explicado,positivo,explicación
121,16/04/23 23:53,10,por su buen servicio,positivo,servicio
123,16/04/23 23:36,10,MUY SENCILLO DE UTILIZAR,positivo,
125,16/04/23 23:08,9,RAPIDA,positivo,velocidad
122,16/04/23 23:48,10,Al parecer es muy fácil,positivo,facilidad
124,16/04/23 23:36,10,Fue rápido y efectivo,positivo,"velocidad, efectividad"
126,16/04/23 22:57,10,PAGINA RAPIDA Y AMIGABLE,positivo,"rapidez, usabilidad"
127,16/04/23 22:40,10,FUE RAPIDO Y FACIL,positivo,"rapidez, facilidad"
128,16/04/23 22:29,9,muy sencillo,positivo,facilidad de uso
136,16/04/23 21:03,10,:),NA,NA
129,16/04/23 22:21,9,ENLACES DIRECTOS,neutral,enlaces directos
131,16/04/23 22:00,10,Eficiente,positivo,
130,16/04/23 22:06,10,FUE MUY SENCILLO,positivo,proceso de compra
132,16/04/23 21:56,10,Rapido,positivo,
133,16/04/23 21:47,10,EFCIENTE SERVICIO,positivo,servicio
