3,01/03/23 4:51,2,"Me estas mandando el NPS cuando todavía ni siquiera termino la compra, pesima experiencia de encuestas.",negativo,encuestas
4,01/03/23 4:48,0,no pude pagar,negativo,pago
2,01/03/23 4:54,8,"Que los precios no sean tan caros, eso atraeria mas clientes mas que presentacion del avion, de la pagina web, la comodidad del Aeropuerto etc. etc.",negativo,precios
10,01/03/23 4:34,6,kkkkkk,NA,NA
1,01/03/23 4:55,6,"muy tardado, no me llega la confirmación vía correo",negativo,"confirmación, correo"
7,01/03/23 4:42,0,Esta horrible su pagina y esta muy revuelta,negativo,"diseño, usabilidad"
13,01/03/23 4:23,8,x,NA,NA
0,01/03/23 4:57,8,No me dio la opción de pago a meses sin intereses,negativo,"opción de pago, meses sin intereses"
5,01/03/23 4:47,5,cambian los precios casi por pagar,negativo,precios
6,01/03/23 4:43,8,Sean claros en costos y bajar los costos de la asignación de asientos,negativo,"costos, asignación de asientos"
14,01/03/23 4:23,6,costos elevados,negativo,precios
11,01/03/23 4:33,0,deberian hacerla mas amigable,negativo,"usabilidad, diseño"
9,01/03/23 4:39,8,es confusa,negativo,confusión
12,01/03/23 4:28,8,permitir selección de asientos sin cargo,positivo,asientos
8,01/03/23 4:41,6,BAJEN PRECIOS,negativo,precios
16,01/03/23 4:20,8,GOOD SERVICE,positivo,servicio
17,01/03/23 4:18,8,no elevar tanto los precios,negativo,precios
18,01/03/23 4:16,8,si esta bien,positivo,
19,01/03/23 4:11,7,Que coloquen el total del costo del boleto ya que al momento de cotizar te sale una cantidad y al momento de pagar aumenta.,negativo,costo del boleto
15,01/03/23 4:21,6,bajar los precios.  hay veses que es emergencia y los precios son elevados. y tenemos que pagar hasta por los asientos.,negativo,"precios elevados, pago por asientos"
24,01/03/23 3:38,8,la publicidad me confunde un poco,neutral,publicidad
23,01/03/23 3:39,5,No pongan tantas trampas para hacer cargos extras que no son realmente necesarios.,negativo,cargos extras
20,01/03/23 4:10,7,"Reducir la visibilidad de extras y NO obligar a aceptar un cargo no solicitado (reembolso total), en el paso final.",negativo,"visibilidad de extras, cargo no solicitado"
22,01/03/23 3:44,7,"Que desde un principio te muestre todos los costos, asientos, seguros, etc",positivo,"costos, asientos, seguros"
21,01/03/23 3:52,1,"No puedo canjear mis puntos doters, en la página de Doters me aparece que tengo 69,000 pero cuando entro a mi cuenta doters-vivaaerobus me aparecen cero puntos.",negativo,"puntos Doters, cuenta Doters, problema técnico"
25,01/03/23 3:36,5,"MUCHIOS GASTOS OCULTOS, ENGAÑOSOS",negativo,"gastos ocultos, engaños"
26,01/03/23 3:36,0,dar a concer el pago desl impuesto desde la compra,neutral,"impuestos, compra"
27,01/03/23 3:34,8,NO PRECARGANDO CARGOS ADICIONALES DE SEGUROS Y EXTRAS,positivo,"seguros, extras"
29,01/03/23 3:30,7,"La página se vuelve un poco confusa, en caso de que alguna persona mayor quisiera utilizarla sería complicado para ella",negativo,usabilidad
31,01/03/23 3:26,7,"Me molesta en gran manera que traten de venderme absolutamente todo!!...desde el cobro de equipaje, selección de asientos, seguro de reserva...TODO!!! Es realmente molesto!!",negativo,venta adicional
33,01/03/23 3:10,7,No cobrar todo por aparte,negativo,cobros
30,01/03/23 3:28,8,buena,positivo,
32,01/03/23 3:14,5,muy tardado,negativo,"servicio al cliente, tiempo de espera"
28,01/03/23 3:30,7,"Que aparezca el calendario con los precios, desde un inicio. Poder declinar los Adicionales.",positivo,"calendario con precios, declinar adicionales"
37,01/03/23 2:51,8,"Los precios aparentemente son muy económicos, pero al finalziar la reserva suben mucho.",negativo,precios
34,01/03/23 3:05,5,hice reservaciones para 2 personas y solo necesitaba en un pasajero una maleta de 15 kilos. Pero el sistema no me dejaba agregar 1 maleta para un solo pasajero. Me la agrego para los dos pasajeros.,negativo,"reservaciones, maleta, sistema"
35,01/03/23 3:04,5,"Al ser rechazada mi forma de pago, me vi forzada a buscar el mismo vuelo desde una página incógnito, en la cual le subieron $75 mxn al costo del vuelo. Pésimo eso.",negativo,"forma de pago, aumento de precio"
39,01/03/23 2:46,8,na,neutral,
36,01/03/23 2:53,7,"Intente pagar 4 reservaciones, al momento de pagar no me permitia realizar el pago, marcaba un error en los montos, ""los montos no coinciden"".",negativo,"pago, reservaciones"
40,01/03/23 2:41,5,vuelos multidestino,neutral,vuelos
38,01/03/23 2:50,8,Me perdió la selección de vuelos cuando cree la nueva cuenta,negativo,"cuenta, selección de vuelos"
41,01/03/23 2:37,8,las tarifas son engañosas ya que hay muchos servicios innecesarios,negativo,tarifas
45,01/03/23 2:24,8,Podría ser menos complicado la reservación,negativo,reservación
43,01/03/23 2:36,7,en poner el verdadero precio en la selección de asientos; no que +$22 se convierte en +$230 cuando lo seleccionas.,negativo,precio
46,01/03/23 2:23,7,No pude pagar en la aplicacion,negativo,pago
48,01/03/23 2:19,5,"hay cosas que no son tan visibles, omitir pasos que no son tan necesarios",negativo,proceso
42,01/03/23 2:37,0,"NO PUDE REALIZAR EL PAGO DE MIS TIQUETES, PONIA EL CODIGO DE TRES DIGITOS DE MI TARJETA Y LO BORRABA.",negativo,"pago, tiquetes, tarjeta"
44,01/03/23 2:31,7,Tratan de inserterte muchos gastos extras,negativo,gastos extras
47,01/03/23 2:20,4,Dejen de ofrecer servicios insolicitados,negativo,servicios insolicitados
50,01/03/23 2:12,5,SIN HACER CARGOS ADICIONALES QUE YO NO ESCOGI.....COMO EL DEL REEMBOLS,negativo,cargos adicionales
51,01/03/23 2:06,8,servicio al abordaje,neutral,servicio
53,01/03/23 1:54,7,SI,positivo,
49,01/03/23 2:14,4,hidden fee,negativo,tarifas ocultas
54,01/03/23 1:54,8,No agreguen Total reembolso automaticamente.  Dejenme seleccionarlo como todo lo demás.,negativo,reembolso
56,01/03/23 1:42,5,demoran sus vuelos mucho de resto todo bien,negativo,vuelos
52,01/03/23 2:06,7,Esperé demasiado a cargar la página y tuve que cambiar método de pago,negativo,"velocidad de carga, método de pago"
60,01/03/23 1:27,7,Incrementar opciones en cada area,positivo,opciones
64,01/03/23 1:05,8,...,NA,NA
55,01/03/23 1:51,8,La pagina y aplicacion por telefono no me dejaban pagar,negativo,"pago, aplicacion"
57,01/03/23 1:39,8,no respeta coompras anteriores y va subiendo de precio cada consulta,negativo,"precio, servicio al cliente"
58,01/03/23 1:30,8,HACER UNA PAGUINA CON MENOS OPCIONES,negativo,opciones
59,01/03/23 1:28,7,NO SE,neutral,
61,01/03/23 1:22,7,la claridad de la info de pago,positivo,información de pago
